"country","iso","year","total","coal","oil","gas","cement","flaring","other"
"Afghanistan","AFG",2017,0.276852,0.096731,0.170436,0.008429,0.001256,0,0
"Afghanistan","AFG",2018,0.294876,0.104866,0.18047,0.00799,0.00155,0,0
"Afghanistan","AFG",2019,0.293401,0.104708,0.181177,0.006502,0.001015,0,0
"Afghanistan","AFG",2020,0.299746,0.106488,0.185254,0.006447,0.001557,0,0
"Afghanistan","AFG",2021,0.296119,0.104828,0.185029,0.005956,0.000306,0,0
"Albania","ALB",2017,1.932429,0.095372,1.416589,0.058495,0.351291,0.010682,0
"Albania","ALB",2018,1.732368,0.164287,1.157651,0.052215,0.353399,0.004816,0
"Albania","ALB",2019,1.721533,0.112194,1.197159,0.045897,0.364726,0.001557,0
"Albania","ALB",2020,1.649392,0.115611,1.122339,0.045757,0.36562,0.000066,0
"Albania","ALB",2021,1.618066,0.061096,1.137164,0.052631,0.367175,0,0
"Algeria","DZA",2017,4.045341,0.019328,1.3445,2.00192,0.277278,0.402316,0
"Algeria","DZA",2018,4.147961,0.031722,1.309946,2.120033,0.295315,0.390946,0
"Algeria","DZA",2019,4.203332,0.025653,1.385251,2.136732,0.258235,0.397461,0
"Algeria","DZA",2020,3.970031,0.025282,1.25519,2.032334,0.2538,0.403426,0
"Algeria","DZA",2021,3.989977,0.024798,1.268066,2.100412,0.249628,0.347072,0
"Andorra","AND",2017,6.302098,0,6.302098,0,0,0,0
"Andorra","AND",2018,6.594057,0,6.594057,0,0,0,0
"Andorra","AND",2019,6.287204,0,6.287204,0,0,0,0
"Andorra","AND",2020,5.777148,0,5.777148,0,0,0,0
"Andorra","AND",2021,5.730292,0,5.730292,0,0,0,0
"Angola","AGO",2017,0.804541,0,0.483036,0.052027,0.032966,0.236512,0
"Angola","AGO",2018,0.728395,0,0.475601,0.051426,0.033454,0.167915,0
"Angola","AGO",2019,0.674362,0,0.429439,0.075084,0.034733,0.135106,0
"Angola","AGO",2020,0.606541,0,0.39198,0.075982,0.033616,0.104963,0
"Angola","AGO",2021,0.619141,0,0.402904,0.085536,0.032568,0.098133,0
"Anguilla","AIA",2017,9.516883,0,9.516883,0,0,0,0
"Anguilla","AIA",2018,9.412819,0,9.412819,0,0,0,0
"Anguilla","AIA",2019,10.005722,0,10.005722,0,0,0,0
"Anguilla","AIA",2020,8.430535,0,8.430535,0,0,0,0
"Anguilla","AIA",2021,9.188354,0,9.188354,0,0,0,0
"Antarctica","ATA",2017,0,0,0,0,0,0,0
"Antarctica","ATA",2018,0,0,0,0,0,0,0
"Antarctica","ATA",2019,0,0,0,0,0,0,0
"Antarctica","ATA",2020,0,0,0,0,0,0,0
"Antarctica","ATA",2021,0,0,0,0,0,0,0
"Antigua and Barbuda","ATG",2017,5.388294,0,5.388294,0,0,0,0
"Antigua and Barbuda","ATG",2018,5.438456,0,5.438456,0,0,0,0
"Antigua and Barbuda","ATG",2019,5.409468,0,5.409468,0,0,0,0
"Antigua and Barbuda","ATG",2020,4.591351,0,4.591351,0,0,0,0
"Antigua and Barbuda","ATG",2021,5.027895,0,5.027895,0,0,0,0
"Argentina","ARG",2017,4.242436,0.09714,1.835349,2.189145,0.099015,0.021787,0
"Argentina","ARG",2018,4.066307,0.098087,1.67499,2.164272,0.098364,0.030594,0
"Argentina","ARG",2019,3.989486,0.047903,1.672753,2.136715,0.092544,0.039571,0
"Argentina","ARG",2020,3.758384,0.058674,1.574577,2.003119,0.077904,0.04411,0
"Argentina","ARG",2021,4.117967,0.106371,1.773737,2.083353,0.10316,0.051346,0
"Armenia","ARM",2017,1.942603,0.001286,0.304689,1.564582,0.072046,0,0
"Armenia","ARM",2018,2.053823,0.001292,0.291926,1.64951,0.111096,0,0
"Armenia","ARM",2019,2.227932,0.003897,0.370219,1.732884,0.120932,0,0
"Armenia","ARM",2020,2.292074,0.003863,0.327806,1.838826,0.121579,0,0
"Armenia","ARM",2021,2.438591,0.004473,0.355273,1.956629,0.122216,0,0
"Aruba","ABW",2017,8.444238,0,8.444238,0,0,0,0
"Aruba","ABW",2018,8.229667,0,8.229667,0,0,0,0
"Aruba","ABW",2019,8.571203,0,8.571203,0,0,0,0
"Aruba","ABW",2020,7.308293,0,7.308293,0,0,0,0
"Aruba","ABW",2021,8.054722,0,8.054722,0,0,0,0
"Australia","AUS",2017,16.850455,7.194136,5.671368,3.099259,0.122774,0.604361,0.158558
"Australia","AUS",2018,16.665199,6.780453,5.753275,3.180032,0.117769,0.677588,0.156082
"Australia","AUS",2019,16.419679,6.486179,5.642777,3.22172,0.119869,0.796589,0.152544
"Australia","AUS",2020,15.579327,6.082697,5.277601,3.290666,0.109862,0.672876,0.145626
"Australia","AUS",2021,15.091473,5.823767,5.368438,2.979896,0.108798,0.666359,0.144215
"Austria","AUT",2017,7.910526,1.593994,3.926838,2.043153,0.194418,0.015714,0.136409
"Austria","AUT",2018,7.528656,1.390778,3.855559,1.92517,0.206623,0.014394,0.136131
"Austria","AUT",2019,7.650523,1.464565,3.838689,2.003686,0.199385,0.013317,0.130881
"Austria","AUT",2020,6.964414,1.279033,3.447875,1.894629,0.204442,0.012265,0.12617
"Austria","AUT",2021,7.24333,1.375153,3.526375,1.999475,0.204114,0.012245,0.125968
"Azerbaijan","AZE",2017,3.436113,0.000364,1.24091,2.074367,0.092232,0.02824,0
"Azerbaijan","AZE",2018,3.405638,0.000361,1.165693,2.096442,0.106669,0.036474,0
"Azerbaijan","AZE",2019,3.687951,0.000358,1.182227,2.357292,0.107153,0.040921,0
"Azerbaijan","AZE",2020,3.646883,0.000357,1.054768,2.460449,0.106609,0.024701,0
"Azerbaijan","AZE",2021,3.732457,0.000355,1.077332,2.523936,0.106319,0.024515,0
"Bahamas","BHS",2017,5.252388,0.009199,5.24319,0,0,0,0
"Bahamas","BHS",2018,6.718904,0.009117,6.709788,0,0,0,0
"Bahamas","BHS",2019,6.26732,0.009057,6.258263,0,0,0,0
"Bahamas","BHS",2020,5.33045,0.012293,5.318157,0,0,0,0
"Bahamas","BHS",2021,5.850522,0.012448,5.838075,0,0,0,0
"Bahrain","BHR",2017,22.538732,0,2.799243,19.212413,0.357213,0.169865,0
"Bahrain","BHR",2018,22.044145,0,2.473312,19.099192,0.375716,0.095925,0
"Bahrain","BHR",2019,25.307178,0,2.508568,22.172503,0.411394,0.214713,0
"Bahrain","BHR",2020,25.450788,0,2.344683,22.389554,0.416049,0.300501,0
"Bahrain","BHR",2021,26.66372,0,2.426313,23.642933,0.420088,0.174386,0
"Bangladesh","BGD",2017,0.498975,0.044203,0.115626,0.331684,0.007386,0.000075,0
"Bangladesh","BGD",2018,0.503982,0.049964,0.11965,0.326112,0.008139,0.000116,0
"Bangladesh","BGD",2019,0.553767,0.090647,0.101383,0.352671,0.008905,0.000161,0
"Bangladesh","BGD",2020,0.542497,0.101231,0.09511,0.337185,0.008804,0.000167,0
"Bangladesh","BGD",2021,0.550177,0.087702,0.106622,0.346862,0.008703,0.000288,0
"Barbados","BRB",2017,4.321146,0,3.819032,0.157486,0.252761,0.091867,0
"Barbados","BRB",2018,4.601008,0,4.085938,0.197071,0.252309,0.06569,0
"Barbados","BRB",2019,4.201212,0,3.713955,0.170005,0.251866,0.065387,0
"Barbados","BRB",2020,3.639515,0,3.165187,0.157655,0.251405,0.065267,0
"Barbados","BRB",2021,4.001781,0,3.480605,0.205075,0.250952,0.065149,0
"Belarus","BLR",2017,6.104557,0.399908,1.786644,3.569172,0.229419,0.000629,0.118785
"Belarus","BLR",2018,6.404399,0.408726,1.874861,3.790441,0.223125,0.000648,0.106598
"Belarus","BLR",2019,6.413033,0.423781,1.86444,3.786235,0.235276,0.000655,0.102645
"Belarus","BLR",2020,6.081962,0.392108,1.858074,3.491142,0.238993,0.000647,0.100998
"Belarus","BLR",2021,6.222741,0.342635,1.773462,3.76403,0.240379,0.000651,0.101584
"Belgium","BEL",2017,8.707135,1.168967,4.069848,3.077016,0.201275,0.008691,0.181338
"Belgium","BEL",2018,8.723658,1.167562,3.99298,3.153067,0.221371,0.01059,0.178088
"Belgium","BEL",2019,8.638376,1.146097,3.930573,3.144868,0.244932,0.010087,0.16182
"Belgium","BEL",2020,7.816141,0.921254,3.416304,3.101308,0.227845,0.008775,0.140655
"Belgium","BEL",2021,8.243806,0.948716,3.83822,3.08121,0.22687,0.008737,0.140053
"Belize","BLZ",2017,1.642817,0,1.633038,0.009779,0,0,0
"Belize","BLZ",2018,1.582344,0,1.572754,0.00959,0,0,0
"Belize","BLZ",2019,1.817428,0,1.817428,0,0,0,0
"Belize","BLZ",2020,1.556447,0,1.552782,0,0,0.003666,0
"Belize","BLZ",2021,1.72317,0,1.711186,0,0,0.011984,0
"Benin","BEN",2017,0.586728,0.017386,0.544662,0.006322,0.018358,0,0
"Benin","BEN",2018,0.622619,0,0.586697,0.003069,0.032853,0,0
"Benin","BEN",2019,0.581269,0.022061,0.519023,0.008645,0.03154,0,0
"Benin","BEN",2020,0.574526,0.019449,0.515422,0.008995,0.03066,0,0
"Benin","BEN",2021,0.596744,0.021878,0.535575,0.009465,0.029825,0,0
"Bermuda","BMU",2017,9.959826,0,9.959826,0,0,0,0
"Bermuda","BMU",2018,11.066178,0,11.066178,0,0,0,0
"Bermuda","BMU",2019,9.129568,0,9.129568,0,0,0,0
"Bermuda","BMU",2020,7.768184,0,7.768184,0,0,0,0
"Bermuda","BMU",2021,8.537196,0,8.537196,0,0,0,0
"Bhutan","BTN",2017,1.638922,0.503962,0.683256,0,0.451704,0,0
"Bhutan","BTN",2018,1.770616,0.556209,0.74321,0,0.471197,0,0
"Bhutan","BTN",2019,1.885524,0.549033,0.744775,0,0.591717,0,0
"Bhutan","BTN",2020,1.941335,0.572572,0.780912,0,0.587851,0,0
"Bhutan","BTN",2021,1.957702,0.576234,0.797382,0,0.584086,0,0
"Bolivia","BOL",2017,2.053189,0.002243,1.115503,0.806584,0.124513,0.004345,0
"Bolivia","BOL",2018,2.050414,0.001894,1.110857,0.8056,0.127649,0.004414,0
"Bolivia","BOL",2019,1.973223,0.002178,1.082962,0.752878,0.130588,0.004618,0
"Bolivia","BOL",2020,1.765023,0.000754,1.040544,0.610233,0.105939,0.007552,0
"Bolivia","BOL",2021,1.930686,0.001096,1.101349,0.705627,0.117536,0.005078,0
"Bonaire, Saint Eustatius and Saba","BES",2017,4.210457,0,4.210457,0,0,0,0
"Bonaire, Saint Eustatius and Saba","BES",2018,3.961874,0,3.961874,0,0,0,0
"Bonaire, Saint Eustatius and Saba","BES",2019,4.298788,0,4.298788,0,0,0,0
"Bonaire, Saint Eustatius and Saba","BES",2020,3.588496,0,3.588496,0,0,0,0
"Bonaire, Saint Eustatius and Saba","BES",2021,3.871365,0,3.871365,0,0,0,0
"Bosnia and Herzegovina","BIH",2017,6.440698,4.784465,1.421919,0.133138,0.101175,0,0
"Bosnia and Herzegovina","BIH",2018,6.492411,4.882366,1.364476,0.133645,0.111924,0,0
"Bosnia and Herzegovina","BIH",2019,6.192254,4.562677,1.393334,0.127559,0.108685,0,0
"Bosnia and Herzegovina","BIH",2020,6.308132,4.749921,1.319667,0.128474,0.11007,0,0
"Bosnia and Herzegovina","BIH",2021,4.147523,2.535815,1.350757,0.149283,0.111667,0,0
"Botswana","BWA",2017,2.946629,1.771102,1.173107,0,0.00242,0,0
"Botswana","BWA",2018,3.061203,1.886249,1.174795,0,0.000158,0,0
"Botswana","BWA",2019,2.713149,1.544295,1.168854,0,0,0,0
"Botswana","BWA",2020,2.457817,1.361848,1.095969,0,0,0,0
"Botswana","BWA",2021,2.51115,1.411529,1.099621,0,0,0,0
"Brazil","BRA",2017,2.385616,0.322879,1.517591,0.339022,0.091512,0.083955,0.030656
"Brazil","BRA",2018,2.270114,0.313279,1.430318,0.320779,0.092033,0.083291,0.030414
"Brazil","BRA",2019,2.243357,0.292223,1.427564,0.316935,0.093799,0.082655,0.030182
"Brazil","BRA",2020,2.074642,0.263798,1.318454,0.276863,0.103438,0.082107,0.029982
"Brazil","BRA",2021,2.281014,0.318346,1.385677,0.35448,0.111013,0.081675,0.029824
"British Virgin Islands","VGB",2017,5.606919,0,5.606919,0,0,0,0
"British Virgin Islands","VGB",2018,5.314521,0,5.314521,0,0,0,0
"British Virgin Islands","VGB",2019,5.506174,0,5.506174,0,0,0,0
"British Virgin Islands","VGB",2020,4.655555,0,4.655555,0,0,0,0
"British Virgin Islands","VGB",2021,5.093802,0,5.093802,0,0,0,0
"Brunei Darussalam","BRN",2017,21.635841,0,4.479134,15.855795,0,1.300912,0
"Brunei Darussalam","BRN",2018,21.517344,0,4.388911,16.179891,0,0.948541,0
"Brunei Darussalam","BRN",2019,23.941461,0.828074,8.163635,13.63394,0,1.315813,0
"Brunei Darussalam","BRN",2020,23.890806,0.86202,8.544315,13.837468,0,0.647003,0
"Brunei Darussalam","BRN",2021,23.532003,0.865973,8.708841,13.046933,0,0.910255,0
"Bulgaria","BGR",2017,6.623075,3.59125,1.717848,0.840747,0.172547,0.122168,0.178516
"Bulgaria","BGR",2018,6.128063,3.103544,1.764093,0.812233,0.171902,0.099959,0.17633
"Bulgaria","BGR",2019,5.991574,2.944635,1.856303,0.743668,0.159815,0.117263,0.169888
"Bulgaria","BGR",2020,5.296774,2.378158,1.739669,0.768244,0.152726,0.098038,0.159939
"Bulgaria","BGR",2021,6.180805,3.028459,1.855755,0.880323,0.154796,0.099366,0.162107
"Burkina Faso","BFA",2017,0.227822,0,0.192659,0,0.035163,0,0
"Burkina Faso","BFA",2018,0.242629,0,0.205006,0,0.037623,0,0
"Burkina Faso","BFA",2019,0.252788,0,0.2121,0,0.040688,0,0
"Burkina Faso","BFA",2020,0.250387,0,0.210778,0,0.039609,0,0
"Burkina Faso","BFA",2021,0.257832,0,0.219259,0,0.038573,0,0
"Burundi","BDI",2017,0.047545,0.001971,0.044012,0,0.001563,0,0
"Burundi","BDI",2018,0.059497,0.001585,0.05454,0,0.003371,0,0
"Burundi","BDI",2019,0.060455,0.004011,0.053997,0,0.002447,0,0
"Burundi","BDI",2020,0.053774,0.003803,0.047592,0,0.002378,0,0
"Burundi","BDI",2021,0.055206,0.003981,0.04891,0,0.002315,0,0
"Cambodia","KHM",2017,0.789911,0.228209,0.416377,0,0.145325,0,0
"Cambodia","KHM",2018,0.897845,0.239614,0.451334,0,0.206897,0,0
"Cambodia","KHM",2019,1.1121,0.272634,0.510906,0,0.32856,0,0
"Cambodia","KHM",2020,1.140663,0.282892,0.533,0,0.324771,0,0
"Cambodia","KHM",2021,1.14706,0.283217,0.541405,0,0.321008,0.001429,0
"Cameroon","CMR",2017,0.393289,0,0.225609,0.045963,0.041302,0.080415,0
"Cameroon","CMR",2018,0.384175,0,0.202608,0.05818,0.043266,0.08012,0
"Cameroon","CMR",2019,0.368658,0,0.195974,0.051445,0.045088,0.076151,0
"Cameroon","CMR",2020,0.340012,0,0.179877,0.052351,0.043882,0.063902,0
"Cameroon","CMR",2021,0.341829,0,0.185873,0.059246,0.04274,0.053969,0
"Canada","CAN",2017,15.635476,1.988497,7.123722,5.870196,0.18677,0.405826,0.060465
"Canada","CAN",2018,15.778726,1.641559,7.208382,6.263775,0.186708,0.419857,0.058445
"Canada","CAN",2019,15.582994,1.554416,7.177703,6.181943,0.18989,0.421818,0.057222
"Canada","CAN",2020,14.116709,1.267792,6.291544,5.904646,0.174847,0.423793,0.054087
"Canada","CAN",2021,14.300468,1.149576,6.333628,6.169093,0.173626,0.420835,0.053709
"Cape Verde","CPV",2017,1.024706,0,1.024706,0,0,0,0
"Cape Verde","CPV",2018,1.019912,0,1.019912,0,0,0,0
"Cape Verde","CPV",2019,1.060409,0,1.060409,0,0,0,0
"Cape Verde","CPV",2020,1.07284,0,1.07284,0,0,0,0
"Cape Verde","CPV",2021,1.135678,0,1.135678,0,0,0,0
"Central African Republic","CAF",2017,0.043263,0,0.043263,0,0,0,0
"Central African Republic","CAF",2018,0.04315,0,0.04315,0,0,0,0
"Central African Republic","CAF",2019,0.043608,0,0.043608,0,0,0,0
"Central African Republic","CAF",2020,0.040097,0,0.040097,0,0,0,0
"Central African Republic","CAF",2021,0.041651,0,0.041651,0,0,0,0
"Chad","TCD",2017,0.131118,0,0.093022,0,0.00899,0.029106,0
"Chad","TCD",2018,0.128603,0,0.093219,0,0.009933,0.025451,0
"Chad","TCD",2019,0.119197,0,0.089289,0,0.010092,0.019817,0
"Chad","TCD",2020,0.108275,0,0.081588,0,0.009778,0.016908,0
"Chad","TCD",2021,0.112919,0,0.083864,0,0.009473,0.019582,0
"Chile","CHL",2017,4.577088,1.51013,2.475329,0.541341,0.04714,0.003147,0
"Chile","CHL",2018,4.516692,1.446348,2.490063,0.533711,0.041826,0.004745,0
"Chile","CHL",2019,4.830064,1.629087,2.522247,0.632967,0.043348,0.002414,0
"Chile","CHL",2020,4.343649,1.34979,2.351882,0.597774,0.042762,0.001442,0
"Chile","CHL",2021,4.383426,1.343286,2.401832,0.595372,0.042339,0.000596,0
"China","CHN",2017,7.098687,5.079373,1.014402,0.344868,0.537615,0.002074,0.120355
"China","CHN",2018,7.306542,5.163049,1.058857,0.406027,0.555191,0.002365,0.121052
"China","CHN",2019,7.554165,5.305119,1.09696,0.443201,0.581544,0.002677,0.124665
"China","CHN",2020,7.68895,5.337608,1.14232,0.482747,0.602298,0.003592,0.120384
"China","CHN",2021,8.045741,5.579649,1.20159,0.542724,0.598194,0.00328,0.120303
"Christmas Island","CXR",2017,0,0,0,0,0,0,0
"Christmas Island","CXR",2018,0,0,0,0,0,0,0
"Christmas Island","CXR",2019,0,0,0,0,0,0,0
"Christmas Island","CXR",2020,0,0,0,0,0,0,0
"Christmas Island","CXR",2021,0,0,0,0,0,0,0
"Colombia","COL",2017,1.648084,0.30373,0.75008,0.464672,0.108227,0.021376,0
"Colombia","COL",2018,1.672725,0.278312,0.789801,0.47582,0.107585,0.021207,0
"Colombia","COL",2019,1.921561,0.367137,0.951753,0.472357,0.110321,0.019994,0
"Colombia","COL",2020,1.679256,0.303833,0.787472,0.474573,0.098985,0.014393,0
"Colombia","COL",2021,1.780076,0.233234,0.969493,0.451441,0.113956,0.011953,0
"Comoros","COM",2017,0.351168,0,0.351168,0,0,0,0
"Comoros","COM",2018,0.37758,0,0.37758,0,0,0,0
"Comoros","COM",2019,0.393736,0,0.393736,0,0,0,0
"Comoros","COM",2020,0.350406,0,0.350406,0,0,0,0
"Comoros","COM",2021,0.362904,0,0.362904,0,0,0,0
"Congo","COG",2017,1.073397,0,0.371756,0.222778,0.076589,0.402274,0
"Congo","COG",2018,1.212306,0,0.368649,0.246887,0.049852,0.546918,0
"Congo","COG",2019,1.317865,0,0.363403,0.338432,0.050778,0.565252,0
"Congo","COG",2020,1.320525,0,0.335117,0.346005,0.049607,0.589795,0
"Congo","COG",2021,1.279064,0,0.347396,0.392831,0.048471,0.490366,0
"Cook Islands","COK",2017,4.633975,0,4.633975,0,0,0,0
"Cook Islands","COK",2018,4.672115,0,4.672115,0,0,0,0
"Cook Islands","COK",2019,4.925307,0,4.925307,0,0,0,0
"Cook Islands","COK",2020,5.222977,0,5.222977,0,0,0,0
"Cook Islands","COK",2021,5.375721,0,5.375721,0,0,0,0
"Costa Rica","CRI",2017,1.641629,0.003669,1.498223,0,0.139738,0,0
"Costa Rica","CRI",2018,1.632595,0,1.486466,0,0.146129,0,0
"Costa Rica","CRI",2019,1.583943,0,1.439072,0,0.14487,0,0
"Costa Rica","CRI",2020,1.382314,0,1.238534,0,0.14378,0,0
"Costa Rica","CRI",2021,1.517185,0,1.374266,0,0.142919,0,0
"Cote dIvoire","CIV",2017,0.483013,0,0.30376,0.173556,0,0.005696,0
"Cote dIvoire","CIV",2018,0.406074,0,0.248138,0.154116,0,0.00382,0
"Cote dIvoire","CIV",2019,0.402909,0,0.236536,0.162829,0,0.003545,0
"Cote dIvoire","CIV",2020,0.408919,0,0.235649,0.169955,0,0.003315,0
"Cote dIvoire","CIV",2021,0.426033,0,0.245609,0.17939,0,0.001034,0
"Croatia","HRV",2017,4.470875,0.370012,2.388201,1.295695,0.307039,0.074322,0.035605
"Croatia","HRV",2018,4.260117,0.348175,2.303941,1.211972,0.291004,0.068414,0.036611
"Croatia","HRV",2019,4.324096,0.406207,2.25715,1.269931,0.286727,0.069481,0.034602
"Croatia","HRV",2020,4.117908,0.347544,2.019383,1.347157,0.296067,0.070342,0.037414
"Croatia","HRV",2021,4.359818,0.415163,2.229111,1.308067,0.298746,0.070979,0.037753
"Cuba","CUB",2017,2.224568,0.001293,1.98772,0.178087,0.056816,0.000652,0
"Cuba","CUB",2018,1.997767,0.001294,1.766661,0.16428,0.063175,0.002357,0
"Cuba","CUB",2019,2.018454,0.000324,1.798182,0.161263,0.055961,0.002724,0
"Cuba","CUB",2020,1.746103,0.000442,1.537217,0.15001,0.05604,0.002394,0
"Cuba","CUB",2021,1.959542,0.000451,1.700125,0.196253,0.056261,0.006452,0
"Curacao","CUW",2017,26.787248,0,25.97616,0.811088,0,0,0
"Curacao","CUW",2018,21.54104,0,20.985142,0.555898,0,0,0
"Curacao","CUW",2019,10.151056,0,10.151056,0,0,0,0
"Curacao","CUW",2020,8.841855,0,8.841855,0,0,0,0
"Curacao","CUW",2021,9.686792,0,9.686792,0,0,0,0
"Cyprus","CYP",2017,6.226911,0.009676,5.439979,0.000346,0.763641,0,0.01327
"Cyprus","CYP",2018,6.024253,0.044182,5.267536,0.000183,0.695883,0,0.01647
"Cyprus","CYP",2019,5.975717,0.055379,5.257423,0.000184,0.642244,0,0.020488
"Cyprus","CYP",2020,5.874231,0.05499,5.090074,0.000178,0.712962,0,0.016026
"Cyprus","CYP",2021,6.108741,0.161931,5.221541,0.000177,0.709151,0,0.015941
"Czech Republic","CZE",2017,10.231187,6.104261,2.104534,1.681995,0.164107,0.012093,0.164196
"Czech Republic","CZE",2018,10.09417,6.032838,2.123696,1.579714,0.177277,0.009876,0.17077
"Czech Republic","CZE",2019,9.586619,5.452037,2.134146,1.647717,0.187649,0.007714,0.157356
"Czech Republic","CZE",2020,8.722276,4.733362,2.006404,1.655196,0.179569,0.004991,0.142754
"Czech Republic","CZE",2021,9.241807,4.92619,2.210333,1.777341,0.179914,0.005001,0.143028
"Democratic Republic of the Congo","COD",2017,0.029352,0,0.025214,0,0.004138,0,0
"Democratic Republic of the Congo","COD",2018,0.028385,0,0.023722,0,0.004663,0,0
"Democratic Republic of the Congo","COD",2019,0.02898,0,0.023963,0,0.005017,0,0
"Democratic Republic of the Congo","COD",2020,0.02674,0,0.021882,0,0.004858,0,0
"Democratic Republic of the Congo","COD",2021,0.027183,0,0.022479,0,0.004704,0,0
"Denmark","DNK",2017,6.062149,1.089858,3.491075,1.16473,0.208067,0.042075,0.066344
"Denmark","DNK",2018,6.021652,1.103162,3.483738,1.123461,0.201111,0.040329,0.069852
"Denmark","DNK",2019,5.340941,0.619126,3.398762,1.038093,0.194828,0.033596,0.056536
"Denmark","DNK",2020,4.85475,0.539483,3.191264,0.822584,0.210613,0.021673,0.069133
"Denmark","DNK",2021,5.052228,0.747621,3.188446,0.816214,0.209584,0.021568,0.068796
"Djibouti","DJI",2017,0.376607,0,0.317006,0,0.059601,0,0
"Djibouti","DJI",2018,0.364031,0,0.298056,0,0.065975,0,0
"Djibouti","DJI",2019,0.365554,0,0.293395,0,0.072159,0,0
"Djibouti","DJI",2020,0.333262,0,0.262172,0,0.071089,0,0
"Djibouti","DJI",2021,0.342974,0,0.272875,0,0.070099,0,0
"Dominica","DMA",2017,2.289902,0,2.289902,0,0,0,0
"Dominica","DMA",2018,2.276323,0,2.276323,0,0,0,0
"Dominica","DMA",2019,2.359635,0,2.359635,0,0,0,0
"Dominica","DMA",2020,1.998795,0,1.998795,0,0,0,0
"Dominica","DMA",2021,2.189268,0,2.189268,0,0,0,0
"Dominican Republic","DOM",2017,2.255694,0.313891,1.544676,0.205819,0.191307,0,0
"Dominican Republic","DOM",2018,2.392473,0.30529,1.688794,0.202846,0.195543,0,0
"Dominican Republic","DOM",2019,2.605949,0.300005,1.879495,0.22694,0.199508,0,0
"Dominican Republic","DOM",2020,2.39824,0.404752,1.587534,0.208582,0.197372,0,0
"Dominican Republic","DOM",2021,2.601405,0.406918,1.730294,0.26892,0.195274,0,0
"Ecuador","ECU",2017,2.400172,0,2.05334,0.092157,0.134376,0.120299,0
"Ecuador","ECU",2018,2.247641,0,1.938409,0.079888,0.133481,0.095864,0
"Ecuador","ECU",2019,2.321556,0,2.009458,0.069933,0.142551,0.099614,0
"Ecuador","ECU",2020,1.95908,0,1.649169,0.058576,0.140567,0.110769,0
"Ecuador","ECU",2021,2.321741,0,1.994683,0.057668,0.138915,0.130475,0
"Egypt","EGY",2017,2.55538,0.063929,1.169435,1.065011,0.213869,0.043137,0
"Egypt","EGY",2018,2.351129,0.125382,0.992247,0.989951,0.202449,0.0411,0
"Egypt","EGY",2019,2.425141,0.095851,0.960659,1.141086,0.18623,0.041315,0
"Egypt","EGY",2020,2.194384,0.035862,0.840884,1.107604,0.168749,0.041284,0
"Egypt","EGY",2021,2.284635,0.057004,0.88788,1.156058,0.147861,0.035831,0
"El Salvador","SLV",2017,0.952614,0.000584,0.896351,0,0.055678,0,0
"El Salvador","SLV",2018,1.021224,0.000584,0.953312,0,0.067328,0,0
"El Salvador","SLV",2019,1.181957,0.000583,1.108532,0,0.072842,0,0
"El Salvador","SLV",2020,1.033093,0.000539,0.959856,0,0.072698,0,0
"El Salvador","SLV",2021,1.140987,0.000713,1.067824,0,0.072451,0,0
"Equatorial Guinea","GNQ",2017,5.419565,0,0.785489,4.238104,0,0.395972,0
"Equatorial Guinea","GNQ",2018,4.000059,0,0.722023,2.866138,0,0.411898,0
"Equatorial Guinea","GNQ",2019,2.986403,0,0.719574,1.922795,0,0.344034,0
"Equatorial Guinea","GNQ",2020,3.125917,0,0.660337,1.956264,0,0.509316,0
"Equatorial Guinea","GNQ",2021,3.196633,0,0.684107,2.219633,0,0.292893,0
"Eritrea","ERI",2017,0.20732,0,0.183365,0,0.023955,0,0
"Eritrea","ERI",2018,0.240992,0,0.209501,0,0.031491,0,0
"Eritrea","ERI",2019,0.24451,0,0.2135,0,0.03101,0,0
"Eritrea","ERI",2020,0.220239,0,0.189726,0,0.030512,0,0
"Eritrea","ERI",2021,0.226666,0,0.196696,0,0.029969,0,0
"Estonia","EST",2017,14.240447,10.532481,2.710959,0.700239,0.23283,0.000024,0.063915
"Estonia","EST",2018,13.565103,9.87993,2.64972,0.746268,0.225211,0.000026,0.063948
"Estonia","EST",2019,9.329183,5.859459,2.498305,0.689046,0.222665,0.000024,0.059684
"Estonia","EST",2020,7.027757,4.013374,2.340689,0.608951,0.015135,0.000021,0.049588
"Estonia","EST",2021,7.864087,4.682493,2.428487,0.688327,0.015144,0.000021,0.049616
"Ethiopia","ETH",2017,0.143705,0.014257,0.097189,0,0.032232,0.000027,0
"Ethiopia","ETH",2018,0.142249,0.010025,0.099726,0,0.032428,0.00007,0
"Ethiopia","ETH",2019,0.160337,0.010565,0.115478,0,0.034294,0,0
"Ethiopia","ETH",2020,0.14541,0.010037,0.101977,0,0.033396,0,0
"Ethiopia","ETH",2021,0.147922,0.010513,0.104873,0,0.032537,0,0
"Faeroe Islands","FRO",2017,14.07828,0,14.07828,0,0,0,0
"Faeroe Islands","FRO",2018,14.237504,0,14.237504,0,0,0,0
"Faeroe Islands","FRO",2019,14.321085,0,14.321085,0,0,0,0
"Faeroe Islands","FRO",2020,13.205626,0,13.205626,0,0,0,0
"Faeroe Islands","FRO",2021,13.203997,0,13.203997,0,0,0,0
"Fiji","FJI",2017,1.423309,0,1.423309,0,0,0,0
"Fiji","FJI",2018,1.475019,0,1.475019,0,0,0,0
